"appEuse","lights","T1","RH_1","T2","RH_2","T3","RH_3","T4","RH_4","T5","RH_5","T6","RH_6","T7","RH_7","T8","RH_8","T9","RH_9","T_out","Press_mm_hg","RH_out","Windspeed","Visibility","Tdewpoint"
90,10,20.73,52.66,20.1666666666667,47.2233333333333,20.2,48.53,18.9266666666667,48.1566666666667,17.1666666666667,56.49,5.72666666666667,88.16,17.76,44.2666666666667,18.23,49.6333333333333,16.89,45.29,6,734.966666666667,89,6,40,4.26666666666667
70,30,20.8566666666667,53.66,20.2,47.0566666666667,20.2,48.4475,18.89,47.9633333333333,17.2,56.9333333333333,5.52666666666667,87.3,17.7,43.7266666666667,18.3566666666667,50.0266666666667,16.89,45.29,6,735.083333333333,88.5,6,40,4.18333333333333
80,30,20.89,51.1933333333333,20.2,46.33,20.2,48.1933333333333,18.9633333333333,48.63,17.2,57.06,5.33333333333333,86.76,17.6666666666667,43.16,18.5333333333333,50.2,16.89,45.2,6,735.2,88,6,40,4.1
140,40,20.89,49.8,20.2,46.0266666666667,20.1666666666667,47.6333333333333,19.0333333333333,49.5,17.5933333333333,70.7266666666667,5.33333333333333,87.4633333333333,17.6,42.6933333333333,18.6666666666667,50.26,16.89,45.2,6,735.233333333333,87.8333333333333,6,40,4.06666666666667
120,20,20.89,48.4333333333333,20.2,45.7225,20.1666666666667,47.3,19.175,49.9475,18.0666666666667,79,5.46666666666667,87.53,17.6,42.3333333333333,18.73,50.23,16.89,45.1266666666667,6,735.266666666667,87.6666666666667,6,40,4.03333333333333
190,40,20.9633333333333,47.6333333333333,20.26,45.53,20.2,47.0266666666667,19.26,49.6966666666667,17.6666666666667,79.73,5.5,86.9566666666667,17.5333333333333,42.0666666666667,18.8566666666667,50.29,16.89,45.1266666666667,6,735.3,87.5,6,40,4
110,40,21.0333333333333,47.0633333333333,20.29,45.2233333333333,20.26,46.8266666666667,19.3233333333333,49.1666666666667,17.6,79.2566666666667,5.56,86.5633333333333,17.6333333333333,43.6333333333333,18.89,50.1633333333333,16.89,45.06,6,735.333333333333,87.3333333333333,6,40,3.96666666666667
110,40,21.1,46.5966666666667,20.3566666666667,44.9633333333333,20.29,46.6333333333333,19.39,48.4266666666667,17.5666666666667,78.3933333333333,5.62333333333333,86.33,17.76,43.6333333333333,18.9633333333333,50.03,16.89,45,6,735.366666666667,87.1666666666667,6,40,3.93333333333333
110,30,21.1333333333333,46.06,20.4266666666667,44.76,20.29,46.4333333333333,19.39,48.1933333333333,17.76,82.46,5.76333333333333,86.0633333333333,17.8566666666667,43.46,19,49.76,16.89,44.9666666666667,6,735.4,87,6,40,3.9
110,20,21.2,45.8,20.5,44.76,20.39,46.2233333333333,19.39,47.8,18.3566666666667,82.59,5.65666666666667,85.59,17.79,43.4,19.0666666666667,49.7,16.89,44.9,5.93333333333333,735.466666666667,87.1666666666667,6,40,3.86666666666667
100,30,21.29,45.9,20.5333333333333,45.09,20.39,46.09,19.39,47.56,18.3566666666667,70.99,5.53,85.73,17.89,43.79,19.1333333333333,49.6333333333333,16.89,44.79,5.86666666666667,735.533333333333,87.3333333333333,6,40,3.83333333333333
100,20,21.3566666666667,45.8266666666667,20.6666666666667,45.1633333333333,20.39,46.09,19.39,47.5,18.6,62.43,5.43333333333333,86.3266666666667,17.89,43.79,19.2,49.4333333333333,16.89,44.79,5.8,735.6,87.5,6,40,3.8
100,20,21.39,45.69,20.7,45.06,20.39,46.09,19.4266666666667,47.9933333333333,18.6666666666667,59.03,5.5,86.6,17.89,43.7,19.23,49.4,16.89,44.7,5.73333333333333,735.666666666667,87.6666666666667,6,40,3.76666666666667
100,20,21.5,45.3333333333333,20.7,44.9333333333333,20.39,46.06,19.5666666666667,48.4666666666667,18.8233333333333,56.7266666666667,5.59,86.4666666666667,17.865,43.57,19.29,49.3266666666667,16.89,44.7,5.66666666666667,735.733333333333,87.8333333333333,6,40,3.73333333333333
110,20,21.5,45.1266666666667,20.79,44.6333333333333,20.39,46,19.6666666666667,48.0933333333333,18.9633333333333,55.3333333333333,5.59,86.325,17.79,43.4,19.29,49.1633333333333,16.8233333333333,44.59,5.6,735.8,88,6,40,3.7
400,20,21.5333333333333,44.9666666666667,20.79,44.36,20.4266666666667,45.9333333333333,19.6,47.5,19.0333333333333,54.0933333333333,5.65666666666667,86.2266666666667,17.79,43.2233333333333,19.3566666666667,49.03,16.8233333333333,44.53,5.65,735.883333333333,87.8333333333333,6.16666666666667,40,3.71666666666667
400,20,21.6,44.7666666666667,20.89,44.2233333333333,20.5,45.9333333333333,19.6966666666667,47.6266666666667,19.1,53.3666666666667,5.83333333333333,85.7666666666667,17.79,43.03,19.39,48.8633333333333,16.89,44.59,5.7,735.966666666667,87.6666666666667,6.33333333333333,40,3.73333333333333
390,30,21.6,44.56,20.9633333333333,43.9633333333333,20.5,45.79,20.0966666666667,47.5666666666667,19.1583333333333,52.4725,5.9,85.0333333333333,17.79,42.76,19.39,48.8633333333333,16.89,44.5225,5.75,736.05,87.5,6.5,40,3.75
240,20,21.6,44.36,21,43.8333333333333,20.5,45.73,20.5966666666667,47.2233333333333,19.2,51.99,6,84.1266666666667,17.79,42.6266666666667,19.34,48.95,16.8233333333333,44.4333333333333,5.8,736.133333333333,87.3333333333333,6.66666666666667,40,3.76666666666667
60,20,21.6,44.2,21,43.7,20.5,45.59,20.9966666666667,47.03,19.2225,51.52,6,84.06,17.7,42.6266666666667,19.29,49.23,16.89,44.5,5.85,736.216666666667,87.1666666666667,6.83333333333333,40,3.78333333333333
60,20,21.6,44.2,21,43.59,20.4175,45.545,21.1666666666667,46.5266666666667,19.29,51.23,5.96666666666667,84.79,17.7,42.76,19.3566666666667,49.43,16.89,44.5,5.9,736.3,87,7,40,3.8
60,20,21.6,44.2,21,43.59,20.39,45.6633333333333,21.0333333333333,46.4,19.29,51.06,5.9,85.5966666666667,17.7,43.03,19.39,49.89,16.89,45.0666666666667,5.8,736.4,87.8333333333333,6.83333333333333,37,3.85
50,10,21.6,44.2,21,43.7,20.29,45.73,20.9633333333333,46.4333333333333,19.29,50.9333333333333,5.76333333333333,86.26,17.7,43.1633333333333,19.39,50.1633333333333,16.89,45.26,5.7,736.5,88.6666666666667,6.66666666666667,34,3.9
70,20,21.5,44.23,20.9266666666667,43.76,20.29,45.79,20.865,46.5675,19.29,50.8633333333333,5.62333333333333,86.5933333333333,17.7,43.4,19.39,50.4633333333333,16.89,45.4333333333333,5.6,736.6,89.5,6.5,31,3.95
60,20,21.5,44.3633333333333,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79,5.59,87.4966666666667,17.7,43.4666666666667,19.39,50.7233333333333,16.89,45.56,5.5,736.7,90.3333333333333,6.33333333333333,28,4
40,20,21.39,44.4333333333333,20.79,43.79,20.23,45.6566666666667,20.7,46.79,19.2,50.6633333333333,5.59,87.8966666666667,17.7,43.6266666666667,19.39,50.9633333333333,16.89,45.6266666666667,5.4,736.8,91.1666666666667,6.16666666666667,25,4.05
40,10,21.39,44.56,20.79,43.8633333333333,20.2,45.6633333333333,20.6333333333333,46.79,19.2,50.53,5.59,88.6333333333333,17.7,43.76,19.39,51.1633333333333,16.89,45.7,5.3,736.9,92,6,22,4.1
30,20,21.29,44.8266666666667,20.7,44,20.2,45.59,20.5666666666667,46.9333333333333,19.2,50.5,5.53,89.0266666666667,17.7,43.9333333333333,19.4633333333333,51.5,16.89,45.79,5.26666666666667,737,92,6,25,4.06666666666667
40,20,21.29,44.9666666666667,20.6333333333333,44,20.1666666666667,45.5,20.5,47.1333333333333,19.2,50.4333333333333,5.53,89.4,17.76,44.3333333333333,19.39,51.56,16.89,45.8633333333333,5.23333333333333,737.1,92,6,28,4.03333333333333
50,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.1666666666667,50.3633333333333,5.53,89.1933333333333,17.79,44.9633333333333,19.39,51.86,16.89,45.9,5.2,737.2,92,6,31,4
310,10,21.2,45.09,20.6,44.09,20.1,45.5,20.4266666666667,47.23,19.1,50.29,5.4,89.4,17.79,45.2233333333333,19.39,52,16.89,45.9666666666667,5.16666666666667,737.3,92,6,34,3.96666666666667
380,20,21.1666666666667,45.23,20.5,44.1266666666667,20.1,45.5,20.46,47.36,19.0666666666667,50.26,5.2,88.99,17.79,45.3266666666667,19.3566666666667,52.09,16.89,46.03,5.13333333333333,737.4,92,6,37,3.93333333333333
380,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.7933333333333,47.56,19,50.1266666666667,4.86666666666667,89.0633333333333,17.79,45.425,19.29,52.1633333333333,16.89,46.09,5.1,737.5,92,6,40,3.9
370,20,21,45.4,20.39,44.2,20.1,45.59,21.2633333333333,47.4666666666667,19,50.09,4.93333333333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.11666666666667,737.633333333333,92,5.83333333333333,40,3.91666666666667
120,10,21,45.59,20.39,44.26,20.1,45.59,21.5966666666667,47.4,19,50.03,5,91.4333333333333,17.79,45.73,19.23,52.9,16.89,46.2,5.13333333333333,737.766666666667,92,5.66666666666667,40,3.93333333333333
50,0,20.9266666666667,45.59,20.29,44.29,20.1666666666667,45.53,21.89,46.9666666666667,19,50.03,4.86666666666667,91.26,17.79,45.8633333333333,19.29,53.5,16.89,46.29,5.15,737.9,92,5.5,40,3.95
40,0,20.89,45.6666666666667,20.23,44.29,20.1333333333333,45.5,21.8233333333333,46.2266666666667,18.9266666666667,50.09,4.72666666666667,91.5933333333333,17.79,45.8266666666667,19.29,53.96,16.89,46.4333333333333,5.16666666666667,738.033333333333,92,5.33333333333333,40,3.96666666666667
50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.6666666666667,46.06,18.89,50.09,4.46666666666667,91.76,17.79,45.9666666666667,19.29,54.4633333333333,16.89,46.6333333333333,5.18333333333333,738.166666666667,92,5.16666666666667,40,3.98333333333333
40,0,20.79,46.2,20.2,44.4666666666667,20.1666666666667,45.5,21.5333333333333,45.9333333333333,18.89,50.1725,4.33333333333333,91.76,17.79,46,19.2225,54.7225,16.89,46.8266666666667,5.2,738.3,92,5,40,4
50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.3566666666667,45.9,18.89,50.2,4.15666666666667,91.8333333333333,17.79,46,19.2,54.9666666666667,16.9633333333333,46.9666666666667,5.13333333333333,738.4,92,4.83333333333333,40,3.93333333333333
50,0,20.7,46.26,20.1,44.59,20.1333333333333,45.4,21.23,45.9,18.79,50.09,4.15666666666667,92.5666666666667,17.89,46,19.2,54.9666666666667,17,47.23,5.06666666666667,738.5,92,4.66666666666667,40,3.86666666666667
50,0,20.7,46.2,20,44.4333333333333,20.2,45.5,21.0666666666667,45.9,18.79,50.09,4.33333333333333,93.53,17.89,46.06,19.2,54.9,17,47.3633333333333,5,738.6,92,4.5,40,3.8
40,0,20.6,46.2,20,44.5,20.2,45.5,20.9266666666667,45.9,18.79,50.09,4.33333333333333,93.3233333333333,17.89,46.09,19.2,54.8633333333333,17,47.53,4.93333333333333,738.7,92,4.33333333333333,40,3.73333333333333
40,0,20.6,46.1266666666667,20,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.1266666666667,17.8233333333333,45.9633333333333,19.1333333333333,54.79,17,47.6633333333333,4.86666666666667,738.8,92,4.16666666666667,40,3.66666666666667
30,0,20.5666666666667,46.0666666666667,19.89,44.59,20.2,45.4,20.6666666666667,46,18.7,50.09,4.06333333333333,92.8666666666667,17.8566666666667,45.9666666666667,19.2,54.9,17,47.8266666666667,4.8,738.9,92,4,40,3.6
20,0,20.5,46.2,19.8233333333333,44.53,20.29,45.4666666666667,20.5333333333333,46,18.7,50.09,3.86333333333333,92.9666666666667,17.8566666666667,45.9666666666667,19.2,54.9666666666667,17,47.9,4.81666666666667,739.016666666667,92.1666666666667,4.33333333333333,40,3.63333333333333
20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.0933333333333,17.89,46.2,19.2,55.09,17,48.03,4.83333333333333,739.133333333333,92.3333333333333,4.66666666666667,40,3.66666666666667
40,0,20.4266666666667,46.23,19.79,44.53,20.2,45.4,20.39,46.1633333333333,18.6333333333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17,48.09,4.85,739.25,92.5,5,40,3.7
50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50,4.19,94.6566666666667,17.89,46.2,19.2,54.8633333333333,17.0666666666667,48.29,4.86666666666667,739.366666666667,92.6666666666667,5.33333333333333,40,3.73333333333333
50,0,20.39,46.3633333333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50,4.26333333333333,94.7966666666667,17.89,46.1266666666667,19.2,54.73,17.0666666666667,48.3633333333333,4.88333333333333,739.483333333333,92.8333333333333,5.66666666666667,40,3.76666666666667
40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50,4.46333333333333,95.03,17.89,46.09,19.1,54.56,17.0333333333333,48.4633333333333,4.9,739.6,93,6,40,3.8
50,0,20.29,46.545,19.6333333333333,44.6266666666667,20.29,45.5,20.0333333333333,46.29,18.5333333333333,50,4.59,95.03,17.89,45.92,19.1,54.5,17.0333333333333,48.59,4.91666666666667,739.65,92.6666666666667,5.83333333333333,40,3.76666666666667
40,0,20.23,46.5,19.6,44.59,20.29,45.5,20,46.4,18.5,50,4.72666666666667,94.8666666666667,17.89,45.73,19.1,54.5,17.0333333333333,48.7666666666667,4.93333333333333,739.7,92.3333333333333,5.66666666666667,40,3.73333333333333
40,0,20.2,46.4333333333333,19.6,44.59,20.29,45.5,19.9266666666667,46.4666666666667,18.5,50,4.8,94.7266666666667,17.89,45.7,19.1,54.5,17.0333333333333,48.9,4.95,739.75,92,5.5,40,3.7
40,0,20.2,46.56,19.5666666666667,44.7,20.29,45.56,19.8566666666667,46.4666666666667,18.5,50,4.8,94.4933333333333,17.89,45.7,19.1,54.4,17.1,49.045,4.96666666666667,739.8,91.6666666666667,5.33333333333333,40,3.66666666666667
60,0,20.1666666666667,46.3633333333333,19.5,44.7,20.29,45.59,19.79,46.4666666666667,18.5,50,4.8,94.2266666666667,17.89,45.59,19.1,54.4,17.1,49.2,4.98333333333333,739.85,91.3333333333333,5.16666666666667,40,3.63333333333333
50,0,20.1,46.3633333333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50,4.8,94.1266666666667,17.89,45.6633333333333,19.1,54.29,17.1,49.26,5,739.9,91,5,40,3.6
50,0,20.1,46.5,19.4266666666667,44.73,20.29,45.59,19.7,46.6633333333333,18.4725,49.975,4.8,94,17.89,45.59,19.1,54.23,17.1,49.29,4.98333333333333,739.966666666667,91.6666666666667,4.83333333333333,40,3.68333333333333
40,0,20.0333333333333,46.36,19.39,44.73,20.29,45.59,19.6666666666667,46.6633333333333,18.39,49.9,4.76333333333333,93.5633333333333,17.89,45.59,19.05,54.045,17.1,49.3633333333333,4.96666666666667,740.033333333333,92.3333333333333,4.66666666666667,40,3.76666666666667
40,0,20,46.29,19.39,44.79,20.3566666666667,45.59,19.6,46.59,18.39,49.9,4.76333333333333,94.0233333333333,17.89,45.6266666666667,19,54,17.1,49.4333333333333,4.95,740.1,93,4.5,40,3.85
40,0,20,46.29,19.39,44.79,20.39,45.59,19.6,46.6266666666667,18.39,49.9,4.83333333333333,94.7266666666667,17.89,45.6266666666667,19.0666666666667,54,17.1,49.56,4.93333333333333,740.166666666667,93.6666666666667,4.33333333333333,40,3.93333333333333
40,0,20,46.23,19.39,44.79,20.3233333333333,45.59,19.6,46.7,18.39,49.9,4.83333333333333,95,17.89,45.59,19.1,53.9,17.1,49.6266666666667,4.91666666666667,740.233333333333,94.3333333333333,4.16666666666667,40,4.01666666666667
50,0,19.9266666666667,46.23,19.29,44.9,20.3233333333333,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.7233333333333,19.0333333333333,53.8266666666667,17.1,49.7,4.9,740.3,95,4,40,4.1
70,10,19.89,46.23,19.29,44.925,20.3233333333333,45.59,19.5,46.7,18.3566666666667,49.9333333333333,4.9975,95.82,17.89,45.9,19,53.79,17.1,49.8266666666667,4.93333333333333,740.433333333333,94.6666666666667,4.16666666666667,38.1666666666667,4.1
40,0,19.89,46.43,19.29,45,20.29,45.59,19.4266666666667,46.7,18.29,50,5.09,96.03,17.89,45.9666666666667,19,53.79,17.1,49.9666666666667,4.96666666666667,740.566666666667,94.3333333333333,4.33333333333333,36.3333333333333,4.1
30,0,19.89,46.6266666666667,19.29,45.1266666666667,20.29,45.59,19.39,46.7,18.29,50.1266666666667,5,95.9,17.89,45.9,19,53.76,17.1333333333333,50,5,740.7,94,4.5,34.5,4.1
20,10,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5,95.9666666666667,17.89,45.8266666666667,19,53.7,17.2,50,5.03333333333333,740.833333333333,93.6666666666667,4.66666666666667,32.6666666666667,4.1
30,0,19.89,46.8633333333333,19.2,45.245,20.29,45.4333333333333,19.29,46.79,18.29,50.23,4.96666666666667,95.9333333333333,17.89,45.7225,19,53.875,17.2,50,5.06666666666667,740.966666666667,93.3333333333333,4.83333333333333,30.8333333333333,4.1
40,10,19.8233333333333,46.8633333333333,19.2,45.3633333333333,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.9333333333333,17.89,45.79,19,54,17.2,50,5.1,741.1,93,5,29,4.1
50,10,19.8566666666667,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.4266666666667,4.93333333333333,96.09,17.89,45.8633333333333,19,54.06,17.2,50.09,5.1,741.216666666667,92.6666666666667,5,30.8333333333333,4.05
60,20,19.79,46.79,19.2,45.3266666666667,20.1666666666667,45.29,19.29,46.5966666666667,18.23,50.8333333333333,4.93333333333333,96.09,17.89,45.52,18.9266666666667,53.8,17.2,49.9633333333333,5.1,741.333333333333,92.3333333333333,5,32.6666666666667,4
60,20,19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.2966666666667,18.2,51.2666666666667,5,96.09,17.89,45.14,18.9725,53.15,17.2,49.7233333333333,5.1,741.45,92,5,34.5,3.95
70,20,19.79,47.4266666666667,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.5266666666667,5,96.09,17.8566666666667,44.8333333333333,18.89,52.8,17.2,49.4633333333333,5.1,741.566666666667,91.6666666666667,5,36.3333333333333,3.9
60,30,19.79,48.3666666666667,19.1,45,20.1,45.29,19.1666666666667,45.9666666666667,18.1,51.8266666666667,5,96.09,17.79,44.5666666666667,18.8566666666667,52.3633333333333,17.15,48.995,5.1,741.683333333333,91.3333333333333,5,38.1666666666667,3.85
140,20,19.79,48.6666666666667,19.1,45,20.2,45.29,19.1666666666667,45.9,18.1,51.9666666666667,5.06,96.1566666666667,17.79,44.3266666666667,18.79,51.9633333333333,17.1,48.6333333333333,5.1,741.8,91,5,40,3.8
110,30,19.79,48.5333333333333,19.0666666666667,45.06,20.1333333333333,45.29,19.2,45.76,18.1,52.1266666666667,5.09,96.0266666666667,17.8566666666667,44.66,18.79,51.6333333333333,17.1,48.36,5.05,741.883333333333,91,5,40,3.73333333333333
90,10,19.89,50,19.0222222222222,45.0444444444444,20.15,45.245,19.2,45.6266666666667,18.0333333333333,52.2,5.09,95.76,18,45.0633333333333,18.79,51.395,17.1,48.0266666666667,5,741.966666666667,91,5,40,3.66666666666667
60,0,19.89,48.7333333333333,19.1,45.2,20.1,45.2,19.1,45.5266666666667,18.05,52.4,5,95.4566666666667,18,44.4566666666667,18.7,51.045,17.1,47.7666666666667,4.95,742.05,91,5,40,3.6
60,0,19.89,48.0266666666667,19.0333333333333,45.1266666666667,20.1,45.2,19.1,45.4,18,52.5,4.79333333333333,94.79,17.89,43.96,18.7,50.76,17.1,47.4666666666667,4.9,742.133333333333,91,5,40,3.53333333333333
60,0,19.89,47.6333333333333,19,45.09,20.1,45.2,19.1,45.3633333333333,18,52.56,4.46666666666667,94.1933333333333,17.89,43.5666666666667,18.7,50.645,17.0333333333333,47.2666666666667,4.85,742.216666666667,91,5,40,3.46666666666667
50,0,19.8566666666667,47.0633333333333,19,45.03,20.1,45.2,19.1,45.23,18,52.79,4.2975,94.45,17.8566666666667,43.1,18.7,50.42,17,46.93,4.8,742.3,91,5,40,3.4
60,0,19.79,46.6566666666667,19,44.9666666666667,20.1,45.1633333333333,19.1,45.09,17.9266666666667,52.79,4.06333333333333,94.1933333333333,17.79,42.7666666666667,18.6333333333333,50.1566666666667,17.0666666666667,46.79,4.88333333333333,742.383333333333,91,5,38.1666666666667,3.48333333333333
50,0,19.79,46.3333333333333,19,44.8266666666667,20.1,45.09,19.1,44.9666666666667,17.89,52.76,4.03,94.6666666666667,17.79,42.43,18.6666666666667,50.0266666666667,17.0333333333333,46.59,4.96666666666667,742.466666666667,91,5,36.3333333333333,3.56666666666667
30,0,19.79,46.0666666666667,19,44.645,20.1,45.1633333333333,19.0333333333333,44.7666666666667,17.89,52.0333333333333,4.09,95,17.79,42.23,18.6,49.8266666666667,17.0333333333333,46.39,5.05,742.55,91,5,34.5,3.65
40,0,19.76,45.8633333333333,18.9633333333333,44.56,20.0333333333333,44.9633333333333,19,44.6633333333333,18,50.9,4.12333333333333,95.3966666666667,17.7,41.9666666666667,18.6,49.6633333333333,17,46.1633333333333,5.13333333333333,742.633333333333,91,5,32.6666666666667,3.73333333333333
30,0,19.7,45.79,18.9633333333333,44.4333333333333,20,44.9,19.0666666666667,44.59,18,50.4266666666667,4.26333333333333,95.7966666666667,17.7,41.8266666666667,18.6,49.59,17,46.03,5.21666666666667,742.716666666667,91,5,30.8333333333333,3.81666666666667
260,0,19.7,45.6633333333333,18.89,44.29,20,44.9,19.1,44.6933333333333,18,49.93,4.46333333333333,96.26,17.7,41.6633333333333,18.6,49.4666666666667,17,45.8633333333333,5.3,742.8,91,5,29,3.9
500,0,19.7,45.59,18.89,44.23,19.89,44.9,19.1666666666667,45.0266666666667,18,49.6566666666667,4.73,96.4666666666667,17.7,41.59,18.5333333333333,49.4,17,45.73,5.48333333333333,742.883333333333,90.1666666666667,5,30.8333333333333,3.95
450,0,19.73,47.7933333333333,18.9266666666667,44.23,19.89,44.9,19.36,45.36,18,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17,45.6633333333333,5.66666666666667,742.966666666667,89.3333333333333,5,32.6666666666667,4
50,10,19.79,48.7933333333333,19,44.3633333333333,19.89,44.8633333333333,19.6933333333333,45.56,18,49.56,5.15666666666667,96.5,17.7,41.4,18.5,49.2,17,45.4633333333333,5.85,743.05,88.5,5,34.5,4.05
60,0,19.89,47.94,19.0333333333333,44.5666666666667,19.9633333333333,44.8633333333333,20,45.1333333333333,18.0333333333333,49.6266666666667,5.33333333333333,96.56,17.7,41.3266666666667,18.5,49.09,17.0333333333333,45.29,6.03333333333333,743.133333333333,87.6666666666667,5,36.3333333333333,4.1
60,0,19.89,47.16,19.0333333333333,44.5666666666667,19.9266666666667,44.79,20.0666666666667,44.86,18.1,49.5666666666667,5.4,96.2933333333333,17.7,41.26,18.5,49.09,17.0333333333333,45.23,6.21666666666667,743.216666666667,86.8333333333333,5,38.1666666666667,4.15
50,0,19.89,46.7666666666667,19.0333333333333,44.5,20,44.79,20.1333333333333,44.7,18.0333333333333,49.3266666666667,5.53,96.19,17.7,41.2,18.5,49,17.05,45.245,6.4,743.3,86,5,40,4.2
